normal,type 2 diabetes mellitus
0.5174047,0.6147310733795166
0.55346006,0.7859119176864624
0.40867525,0.33361709117889404
0.9068882,1.1270860433578491
0.4266492,0.47112971544265747
0.4610655,0.5604780316352844
0.5742944,0.9848589301109314
0.9183461,1.2809789180755615
0.43361682,0.5321086049079895
0.7115124,0.5749011635780334
0.41953215,0.6133040189743042
0.81008434,0.5590329766273499
0.6811703,1.155273199081421
0.5986207,0.9498239159584045
0.42830575,0.7006871700286865
0.7396697,0.8207744359970093
0.72708434,0.4412805140018463
0.49560878,0.6385754346847534
0.3961557,0.866607666015625
0.5836361,0.242705300450325
0.8170959,0.8677656054496765
0.67406064,0.7444562315940857
0.8334722,0.8415382504463196
0.40608424,0.4704187512397766
0.53756124,0.46774449944496155
0.48860174,0.30083566904067993
0.4594609,0.5420191287994385
0.47915602,0.6817968487739563
0.34850058,0.7036556601524353
0.29039833,0.5174578428268433
0.46919292,1.2968872785568237
0.866361,0.2512732446193695
0.6145622,0.5224332213401794
0.5555059,0.7922425866127014
0.42807308,1.5060607194900513
0.48984918,0.9747278690338135
0.64399284,0.6627635955810547
0.7031871,0.5486233830451965
0.7508261,0.8367194533348083
0.4043421,0.6523475646972656
0.84118974,0.7406142950057983
0.51846856,0.8118629455566406
0.846825,0.5835379958152771
0.6221011,0.9512470364570618
0.5124162,0.6666818261146545
0.5814979,0.6395522952079773
0.45121866,1.0179224014282227
0.5179405,0.3515130579471588
0.34019294,0.6416882872581482
0.7797557,0.5407194495201111
0.82564247,1.529732584953308
0.64029276,0.541330099105835
0.6710481,0.78610759973526
0.9435825,0.7966432571411133
0.5641205,0.730432391166687
0.6796162,0.4663577079772949
0.33426458,0.706123411655426
0.84585387,0.5057764053344727
0.5067871,0.6451400518417358
0.7558474,0.6164439916610718
0.6228628,0.7512102127075195
0.7395647,0.8869234919548035
0.3384608,0.853184163570404
0.90919757,0.987410306930542
0.816774,0.6677866578102112
0.6858186,0.8367231488227844
0.7918854,0.5597558617591858
0.8645847,0.8704390525817871
0.9848342,0.5577318668365479
0.4149636,0.6077659726142883
0.26596546,0.41073790192604065
0.4731102,1.5899596214294434
0.7759288,0.3856631815433502
0.61773545,0.4800055921077728
0.5440637,0.8475137948989868
0.61319655,0.5883445739746094
0.69530714,0.371641606092453
0.80783564,0.6852502226829529
0.44940153,0.5236692428588867
0.5130661,0.9175747632980347
0.6340971,0.6710148453712463
0.87825567,0.5298997759819031
0.86803097,1.18022620677948
0.91468585,0.7548388838768005
0.7235267,0.5700275301933289
0.37232655,0.26253214478492737
0.5105645,0.856244683265686
0.53832686,0.4886634647846222
0.75283283,0.48030802607536316
0.59676534,0.27093806862831116
0.60929483,0.6281262040138245
0.9523782,0.3896320164203644
0.8654654,0.8075143694877625
0.63125306,0.898665189743042
0.8541737,0.6420366168022156
0.8656544,0.6387658715248108
0.45696038,0.44064438343048096
0.5307071,0.7560206055641174
0.7311833,0.47698575258255005
0.60915756,0.8914642930030823
0.5660257,0.5618882775306702
0.75495815,0.6192415356636047
0.49601474,0.609894335269928
0.5021114,0.7690723538398743
0.58848304,0.7284140586853027
0.43798092,0.7955367565155029
0.678101,0.39871248602867126
1.0715306,0.8373854756355286
0.46471742,0.9319857358932495
0.70334977,0.8874949216842651
0.9488823,0.5025942921638489
0.36914298,1.0005896091461182
0.64835954,0.715572714805603
0.55170274,0.7567629814147949
0.63226295,0.5545166730880737
0.8153415,0.7153909206390381
0.9390962,0.6995484232902527
0.5843394,0.5867595076560974
0.91657513,0.6917282342910767
0.20818432,0.4058738350868225
0.5528814,0.5675356984138489
