Beta cell,Alpha cell,Delta cell
0.5926757,0.5873538851737976,0.6797768473625183
0.67720157,0.6428470015525818,0.8074735999107361
0.93578243,0.7703706622123718,0.6184824705123901
0.7570286,0.7864894866943359,0.8397840857505798
0.77890867,0.8399776816368103,0.43505987524986267
0.6825042,0.8637605309486389,0.608049214
0.4188553,0.5937514305114746,0.6925941109657288
0.34871647,0.5700857639312744,1.5456764698028564
0.50956786,0.9158444404602051,0.648919404
0.57119226,0.6068236231803894,1.107569932937622
0.40615317,0.6579346656799316,0.9028141498565674
0.83003724,0.47915908694267273,0.9088754057884216
0.7438579,0.9864283800125122,1.014646053314209
0.66326857,0.6652966141700745,0.6660195589065552
0.84100235,0.32433977723121643,0.767424464
0.72482497,0.6309046149253845,0.36902207136154175
0.38203743,0.720454216,0.8895122408866882
0.622963,0.7766489386558533,0.6836985349655151
0.838167,0.8962369561195374,0.6654890179634094
0.73150796,0.7459551692008972,0.8165571689605713
0.8640621,0.6068139672279358,0.9204531311988831
0.8394964,0.8450139760971069,0.772627056
0.70857567,0.518054724,0.7061232924461365
0.59053147,1.0471839904785156,0.8768628239631653
0.84497,0.9634841084480286,0.7445154786109924
0.7465687,0.9874758124351501,0.8752157688140869
0.44823948,0.6963189840316772,0.8326343894004822
0.37706518,0.7654127478599548,1.0471570491790771
0.35915646,0.7374468445777893,0.7911745309829712
0.5673398,0.8258098363876343,0.9646164178848267
0.47050178,0.9455299377441406,0.9202121496200562
0.62677896,0.9116230607032776,0.5663473010063171
0.7800687,0.6663127541542053,0.8188248872756958
0.5879286,0.5581004619598389,1.1924872398376465
0.7345854,0.5266480445861816,0.9590222239494324
0.47597817,0.9266394376754761,1.2138030529022217
0.44203907,0.6729941964149475,0.7653416395187378
0.31874812,0.5309624075889587,1.1565463542938232
0.772921,0.9488411545753479,0.4917570650577545
0.56758684,1.2742575407028198,0.5072064399719238
0.7111297,1.026289463043213,0.6802341938018799
0.62353975,0.6267328262329102,0.46021270751953125
0.5177979,1.018587589263916,0.45562028884887695
0.4814812,1.004515528678894,0.8277302980422974
0.5369074,0.575231135,1.0197620391845703
0.45529026,0.3675384521484375,0.9825289845466614
0.5116912,0.3884073793888092,0.8739026784896851
0.509321,0.9070206880569458,0.7524292469024658
0.5506838,0.8137721419334412,0.7410292029380798
0.4942535,0.6459513306617737,0.7902075052261353
0.42148593,0.6715040802955627,0.6024429202079773
0.6589981,1.1952924728393555,0.49770739674568176
0.3954372,0.6197953224182129,0.7976436614990234
0.42229164,0.6442385911941528,1.0177258253097534
0.66690284,0.5306538939476013,0.9400672912597656
0.3794184,0.8505073189735413,0.8086012005805969
0.37733814,0.6555516719818115,0.7891144156455994
0.75179505,0.4929681718349457,0.8032911419868469
0.54193825,0.5714794397354126,1.0173453092575073
0.8138508,0.6916752457618713,0.5266246795654297
0.5715723,0.6777974367141724,0.6706591844558716
0.6502731,0.7904621362686157,0.48969370126724243
0.66885936,0.8325392007827759,0.6205490827560425
0.649143,0.7742529511451721,0.7571973204612732
0.33671832,0.9884678721427917,0.8184587955474854
0.6135399,0.8141072392463684,0.8382092714309692
0.3362572,0.6590262651443481,0.5584424734115601
0.71309316,0.8525674343109131,0.4482652544975281
0.53915524,0.8552868366241455,1.0092403888702393
0.931434,0.7337397933006287,0.38945189118385315
0.5687836,1.9616060256958008,0.7941163778305054
1.0833486,0.6814780831336975,0.5050695538520813
0.4035166,0.8586565852165222,0.4050176441669464
0.46648708,0.7213987708091736,0.5510240197181702
0.5331891,0.9252486228942871,1.0127458572387695
0.9579842,1.0405672788619995,0.9977839589118958
1.403316,0.9746756553649902,0.5612667798995972
0.46629846,0.5459685921669006,1.3854655027389526
0.75637704,1.0778944492340088,1.026650071144104
0.6799042,0.7961597442626953,0.7016753554344177
0.6108402,0.6244261264801025,0.4734778106212616
0.7369175,0.7000831365585327,0.8608329892158508
0.5755556,0.5975048542022705,0.8543336391448975
0.38099727,1.0423462390899658,0.6755443215370178
0.6267456,0.6249662041664124,0.8173559308052063
0.8026008,0.6622116565704346,0.7683264017105103
0.38171938,0.69377017,0.9292659759521484
0.34262803,1.1246505975723267,0.6243011951446533
0.51925564,0.5850931406021118,0.6140137314796448
0.39587012,0.7757098078727722,0.6996065378189087
0.8102101,0.5047695636749268,0.9067432284355164
0.8291414,0.681054413,1.075264335
0.71278894,0.8431312441825867,0.7231830954551697
0.97473305,0.6612483263015747,1.034497857093811
0.40300646,0.6270501613616943,0.7458965182304382
0.63762975,0.8999303579330444,1.1638896465301514
0.65896463,0.865486741,0.42103227972984314
0.5144732,0.7856844067573547,0.7496583461761475
0.38179842,0.8577500581741333,0.6514142155647278
0.8800511,0.45505964756011963,0.908703625
0.84246826,1.2262588739395142,0.7374837398529053
0.8874413,0.37962856888771057,0.5208494663238525
0.701254,0.4553290605545044,0.44292444
0.6255243,0.701380193,0.9844919443130493
0.74025595,0.8954156041145325,0.8255812525749207
0.9215615,0.6811244487762451,1.2727025747299194
0.79620004,0.8634706735610962,0.5203662514686584
0.8678282,0.6703230738639832,0.2939748466014862
0.3968991,1.1093698740005493,0.976101279
0.83169883,1.011008381843567,0.656468391
1.0057598,0.6550794243812561,0.702521026
0.59562016,0.6295674443244934,0.8611471652984619
0.3874448,0.7694978713989258,1.211182951927185
0.8471585,0.8686989545822144,0.48625287413597107
0.25348017,0.5805536508560181,1.2331340312957764
0.8146367,0.7036198973655701,0.9103652834892273
0.7002432,0.46889373660087585,0.9041575193405151
0.8148841,0.9523747563362122,0.4304136335849762
0.71978235,0.9659101366996765,0.9142935872077942
0.7835591,0.6610637903213501,0.9828413724899292
0.6712667,0.7137273550033569,0.5173817276954651
0.5079237,0.7237833738327026,0.9872421026229858
0.49266183,0.5998982787132263,0.4676414430141449
0.37277073,0.5644842982292175,0.6883324980735779
0.9449486,0.4735618531703949,0.738908589
0.7087089,0.7100872993469238,0.7942291498184204
0.30785605,0.8925212025642395,0.7843216061592102
0.70006704,0.7564623355865479,0.8873366117477417
0.9014431,0.4376664459705353,0.7512224316596985
0.52105176,0.8755056262016296,0.9506841897964478
0.3974713,0.7160289883613586,0.578399658
0.7402538,1.1159934997558594,0.8158581852912903
1.0854375,0.39839625358581543,0.965978742
0.96220684,1.2523566484451294,0.7235743403434753
0.7399569,0.6593047380447388,0.9547896981239319
0.7664859,0.6077290773391724,0.7915427088737488
0.81580144,0.8320626616477966,0.6684006452560425
0.93274647,0.834786057,0.7060264348983765
0.53542036,1.174505591392517,0.6662830114364624
0.47842458,0.6471595764160156,0.7015617489814758
0.5597202,0.7307504415512085,0.7269923686981201
0.8852787,0.9942107200622559,0.9038302898406982
0.66814303,0.8216109871864319,1.1894832849502563
0.41608754,1.0594847202301025,0.7493599653244019
0.6977171,0.6050827503204346,1.0074083805084229
0.94456583,0.7824344635009766,0.6935007572174072
0.6197584,0.7457733154296875,0.8648900985717773
0.8187314,0.924680233,1.1014598608016968
0.58633906,0.4780137836933136,0.7160323262214661
0.7550437,0.8373715281486511,0.38346296548843384
0.84828746,0.8885958194732666,0.7433979511260986
0.74944556,0.7052934765815735,0.801128626
0.6371069,0.6944695115089417,0.7233410477638245
0.8055855,0.6900863647460938,0.7912194728851318
0.31305137,0.4977740943431854,0.9589799046516418
0.75524616,0.8228731155395508,0.8670311570167542
0.7595893,0.7116409540176392,0.7597453594207764
0.65589345,0.8687394857406616,0.5187700986862183
0.37466612,0.32298728823661804,0.5445399284362793
0.6648938,0.7772411108016968,1.1323436498641968
0.46593556,1.5670175552368164,0.42894044518470764
0.2536502,0.42821210622787476,1.101897954940796
0.3230267,0.6754708886146545,0.9453742504119873
1.1260872,0.8062970638275146,0.7244488000869751
0.5277779,0.6717471480369568,0.5768927335739136
0.38207978,0.8310303688049316,0.6182103157043457
0.9777138,0.8736993670463562,0.6167024374008179
0.7464112,0.6090209484100342,0.9003337025642395
0.6235202,0.6267844438552856,1.1156346797943115
0.45944524,0.8244311213493347,0.6634026169776917
0.51154643,0.48748457431793213,0.9344013333320618
0.57477045,0.4915968179702759,0.9899341464042664
0.5567789,0.4017646014690399,1.1676300764083862
0.61963403,1.013598084449768,0.8570732474327087
0.37390244,0.8937397599220276,0.9639996290206909
0.8837569,0.7165960669517517,0.5099466443061829
0.65783966,0.6655564308166504,0.6853466033935547
0.4673319,0.7947291135787964,0.6324263215065002
0.5809751,0.8478184342384338,1.0661970376968384
1.1061428,0.7965593338012695,0.8420804142951965
0.64649314,0.9921322464942932,0.9029855132102966
0.5521722,0.569353461,0.6264525055885315
0.40057653,0.8724950551986694,0.8711241483688354
0.3747637,0.5886744856834412,0.6332648992538452
0.6922074,1.1758770942687988,0.781755269
0.6494793,0.37290671467781067,0.6882391571998596
0.55787665,0.9143892526626587,1.0925488471984863
0.575574,0.6587859988212585,1.1735907793045044
0.33939967,0.4684803783893585,0.7601132392883301
0.40980285,0.6659427881240845,0.6790805459022522
0.8284332,0.5892773866653442,0.7239840626716614
0.40284356,0.7896680235862732,1.297894001
0.6222158,0.909154475,1.2658698558807373
0.58717114,0.6964777708053589,0.7937150597572327
0.6618694,0.39118218421936035,0.5042843222618103
0.85140467,0.8875712156295776,0.5159620046615601
0.47944403,0.7262973785400391,0.7451122999191284
0.41276112,0.5924590826034546,0.39471501111984253
0.46193844,1.0951412916183472,0.9637188911437988
0.62935954,0.630635142,0.8533114194869995
0.58917266,0.7194399833679199,0.6190338730812073
0.53687775,0.6203714609146118,0.9493839144706726
0.6401904,0.8957290649414062,0.7432472109794617
0.60116386,0.7855830788612366,0.6796314120292664
0.6687267,0.9659789204597473,0.8136342763900757
0.7719357,0.8251926898956299,0.7475067377090454
0.4363986,0.3582219183444977,0.8636794686317444
0.95383126,0.5306180119514465,0.41441377997398376
0.5409094,0.34128046,0.9692069292068481
0.65315324,0.9788122177124023,0.6299549341201782
0.43230957,0.5456420183181763,0.8719680309295654
0.68072546,0.6500664949417114,0.5373952388763428
0.68862635,0.5702749490737915,0.7368759512901306
0.5042905,0.9770007729530334,0.7818379998207092
0.71838117,0.6485670804977417,1.162791371
0.5912491,0.5986452102661133,0.7126865386962891
0.5008025,0.5392645001411438,0.7382378578186035
0.9615862,0.8578071594238281,0.6620119214057922
0.64440924,0.6128199100494385,0.9362783432006836
2.0825615,0.6229833364486694,0.7603532671928406
0.48518687,1.1677348613739014,0.8058205842971802
0.59505963,0.5532866716384888,0.5361495614051819
0.7644813,0.441656232,1.080826997756958
0.517386,0.6826527118682861,0.769046962
0.50208664,1.0062336921691895,0.6599573493003845
0.37179995,0.6101082563400269,0.6938316822052002
0.56362754,0.5167285799980164,0.6916607022285461
0.6265091,0.6426555514335632,0.6764455437660217
0.81367075,0.5515379309654236,0.8683435320854187
0.78533274,0.5611297488212585,0.6571746468544006
0.625033,0.8256378769874573,1.3886229991912842
0.40563342,0.5637795329093933,0.3681218922138214
0.54170173,0.747670591,1.0331854820251465
0.7570372,0.6102028489112854,0.8675433993339539
0.63279915,0.6519556641578674,0.45795899629592896
0.46695095,0.914600134,0.8217297792434692
0.80555767,0.9870194792747498,0.7603341937065125
0.6009578,0.8156720399856567,0.9130988717079163
0.7453603,0.7621558308601379,0.7197583317756653
0.80989015,0.91375041,1.000431776046753
0.50997335,0.8970181941986084,0.6387905478477478
0.5390283,0.6444255113601685,0.5311344265937805
0.8427592,0.5864000916481018,0.7363718748092651
0.5342689,0.47007009387016296,0.6754661798477173
0.9652961,0.4641323685646057,1.0031654834747314
0.5886492,0.5752608180046082,0.8772607445716858
0.47268817,0.7535944581031799,0.7782688736915588
0.47490397,0.40524715185165405,0.5144698023796082
1.0121182,0.969316304,0.7457014322280884
0.9471945,0.4704313278198242,0.808525026
0.39110696,0.8537237644195557,0.7495644688606262
0.64519405,0.48599743843078613,0.7817960977554321
0.7948974,0.4859127402305603,0.9766932129859924
0.76221293,1.0848802328109741,0.712094784
0.45492977,0.9172226190567017,1.150600552558899
0.5627571,0.7750476598739624,0.7118392586708069
0.5767364,0.65065521,0.7399958968162537
0.42859748,0.92587465,0.9147806167602539
0.9367567,0.8077899813652039,1.1679567098617554
0.6027184,0.9037238359451294,0.8124975562095642
0.7142407,0.43656808137893677,0.6519129276275635
0.7962173,0.6694719791412354,1.028045654296875
0.61455894,0.804816723,0.6470981240272522
0.7711769,0.7286398410797119,0.9509605169296265
0.6262686,0.5631487369537354,0.6038002967834473
0.56152517,0.6821966171264648,0.7253840565681458
0.49901828,0.573544443,0.7069038152694702
0.92586684,0.9958916306495667,0.8603510856628418
0.42974916,0.5827406048774719,0.8937423229217529
0.7420847,0.6011617183685303,1.1889722347259521
0.58613783,1.0512226819992065,0.5275973677635193
0.7982841,0.7843819260597229,0.9106093049049377
0.42083392,0.5622800588607788,0.9783387184143066
0.83412117,0.4036369323730469,1.1581177711486816
0.33158582,0.9232324957847595,0.7377810478210449
0.8699715,0.5715133547782898,0.941123903
0.43552336,0.7402716279029846,0.8423452377319336
0.5269547,0.8077054619789124,1.3543821573257446
0.7400197,1.0115405321121216,0.6580285429954529
0.488943,1.2826365232467651,0.4186979830265045
0.5477778,0.8387072086334229,0.8519228100776672
0.73591274,1.1280170679092407,0.6897467374801636
1.0294763,1.2829875946044922,0.9274007678031921
0.28325498,0.7802759408950806,1.0004489421844482
0.84132683,0.6948004364967346,0.7724273204803467
0.53351694,0.4624998867511749,0.6638254523277283
0.39695337,0.7591654658317566,0.7257111072540283
0.5305859,0.8568502068519592,0.6697667837142944
0.99719954,0.8891745209693909,0.7406208515167236
0.8818505,0.8578734993934631,0.943083644
0.7225414,0.9419034123420715,0.8941877484321594
0.48676452,1.0165822505950928,0.3725147843360901
1.6890004,0.781866193,0.7702773809432983
0.60796416,0.5210096836090088,0.5771591067314148
0.6293174,0.5914014577865601,0.5253211855888367
0.5792385,0.5275514721870422,0.7608357667922974
0.57537377,0.9372583627700806,0.9427427053451538
0.4936162,1.4181420803070068,0.32667621970176697
0.76403177,0.6779422760009766,0.6002765893936157
0.74188775,0.5637165307998657,0.7068275809288025
0.82513624,0.5849851965904236,0.33143672347068787
0.601724,0.6548770070075989,1.0048562288284302
0.57013005,1.121298909187317,0.7400070428848267
1.0278696,0.872357965,0.8107731938362122
0.6045589,0.4541718065738678,0.6812105178833008
0.3530228,0.7245281338691711,0.5101182460784912
0.4504241,1.331645131111145,0.9349658489227295
0.69559413,0.6201003789901733,1.3179762363433838
0.37567532,0.6045931577682495,0.4286388158798218
0.5026041,0.7977712154388428,0.6375938057899475
0.44030854,0.815935493,0.410180926
0.30595994,0.5473443865776062,0.8036690354347229
0.5727966,0.4903114438056946,0.38036593794822693
0.77903146,0.7646621465682983,1.0281577110290527
0.5950689,0.7372609376907349,1.015411138534546
0.8787744,1.1127822399139404,0.7452932596206665
0.49199855,0.5770496726036072,1.161227822303772
0.7692453,0.7073164582252502,0.5449646711349487
0.8674859,0.6052125692367554,0.34651559591293335
0.35438266,1.056124210357666,0.9529600143432617
0.4835145,0.886372447,1.0245476961135864
0.86459917,0.5720703601837158,0.7205082774162292
0.6213913,0.7946018576622009,1.354677677154541
0.50594306,0.627707303,0.9614342451095581
0.9701259,0.49156320095062256,1.0855733156204224
0.647042,0.9614163637161255,0.7875611186027527
0.8319506,0.830341101,0.4526740610599518
0.7899372,0.8657713532447815,0.9960180521011353
0.62023115,0.6416293978691101,0.9892250299453735
0.71316165,0.535134494,0.9953529834747314
0.8393379,0.6444777846336365,0.8085646629333496
0.3758931,0.6973400712013245,0.5748847723007202
0.5860133,0.6021967530250549,0.7993844747543335
0.6701277,0.543661892,0.8930621147155762
0.6249117,1.1587287187576294,0.6341540813446045
0.28097084,0.541128397,0.4759257435798645
0.662463,0.5274828672409058,0.5012921690940857
0.6400335,0.5850544571876526,0.45010659098625183
0.76053315,0.807122529,0.9768442511558533
0.6565882,0.8409801125526428,0.7716890573501587
0.67622924,0.9786159992218018,0.6314839720726013
0.5232678,0.6516895890235901,0.35314703
0.6145212,0.9620624780654907,1.116297960281372
0.87039644,0.5977674126625061,0.8843556642532349
0.8001666,0.653529704,0.750638485
0.8310063,0.5630555748939514,1.050724744796753
0.5869337,1.008027195930481,0.8267894983291626
0.42531517,0.9266119599342346,0.6524595022201538
0.26621222,0.9495619535446167,1.6346689462661743
0.5915896,0.5160808563232422,1.3335275650024414
0.57836837,0.9817025661468506,0.7641808986663818
0.9310815,0.601641834,0.7012280821800232
0.25714836,0.6733627915382385,0.7492854595184326
0.6772389,0.6097555756568909,0.852860153
0.5526579,0.8671947717666626,0.8268598318099976
0.52613944,0.5300191640853882,0.8833358883857727
0.46904862,0.7953382134437561,0.40714237093925476
0.6281222,0.8404767513275146,0.958139181
1.0844575,0.6679181456565857,0.5957659482955933
1.1782755,0.929201066,0.9868902564048767
0.4777111,0.8543186187744141,0.32800382375717163
0.6722321,0.5518511533737183,0.5656592845916748
0.77315724,0.5418713092803955,0.7614701986312866
0.56237036,0.6543570160865784,0.885675848
0.5927593,0.8453104496002197,0.6283048391342163
0.7643895,0.8171647787094116,0.9449557065963745
0.38527104,1.0602002143859863,0.7225958704948425
0.638289,0.6463242769241333,0.8629137277603149
0.7884816,0.8944115042686462,0.6468307375907898
0.6619706,0.49662140011787415,0.8884416222572327
0.4715823,1.2995442152023315,0.8229915499687195
0.72525114,0.6250678300857544,1.0895174741744995
0.91354185,0.5814283490180969,0.5426868796348572
0.5198677,0.6129568815231323,0.695201576
0.8952475,0.7046639323234558,1.0085688829421997
0.76435626,0.5607209205627441,0.5239324569702148
0.55997014,0.6563472747802734,0.8172415494918823
0.5941628,0.7244789600372314,0.5459303259849548
0.65576905,0.9810563325881958,0.7237354516983032
0.4006158,0.5533320903778076,0.7369713187217712
0.7267371,0.9177376627922058,1.1093395948410034
0.935673,1.1796170473098755,0.6410595178604126
0.70774144,0.9061989188194275,1.008695363998413
0.3006071,0.7145940661430359,0.53185451
0.7654508,0.676473081,0.647509754
0.9465223,0.6123184561729431,0.449466735
0.4826178,0.9891441464424133,0.8117858171463013
0.78555995,1.4257607460021973,0.8761322498321533
0.3961593,0.7751374244689941,0.8118546009063721
0.77743655,0.5075335502624512,0.31155163049697876
0.8446618,0.6207608580589294,0.8670048117637634
0.92587364,0.5064008831977844,0.7619694471359253
0.22502846,1.010852575302124,1.1603564023971558
0.6021238,1.6671385765075684,0.3100714385509491
0.5683739,0.677383542,1.153795838356018
0.90150905,0.5510488748550415,0.829200804
0.90251815,0.7527024149894714,1.186666488647461
0.57474864,0.6675066351890564,0.6889129281044006
0.40272132,0.4878445267677307,0.836881697
0.4826756,0.5412890315055847,0.8858357071876526
0.39171508,0.4447229504585266,0.5080093145370483
0.39561638,0.8181018829345703,0.7936446666717529
0.554683,1.0068413019180298,0.6924046277999878
0.74494094,1.0473335981369019,0.45068734884262085
1.0345309,0.46302467584609985,0.8934142589569092
0.86919373,0.6458922624588013,0.4913114011287689
0.411154,0.635921836,0.8198970556259155
0.86890095,0.8583198189735413,0.7514499425888062
0.4798115,1.0200976133346558,0.7892821431159973
0.7654198,0.9099441170692444,0.5441578030586243
0.6548836,0.6648886203765869,1.0528826713562012
0.37956348,0.7146813273429871,0.7358301877975464
0.51126266,0.9358774423599243,0.7799985408782959
0.7348557,0.8339455723762512,0.3860470950603485
0.36975673,0.6464341282844543,0.5104319453239441
0.89414614,0.5017410516738892,0.6708422899246216
0.9408705,1.0303913354873657,0.7367658019065857
0.51307166,0.841605008,1.3441293239593506
0.6405903,0.8816092014312744,0.5444079041481018
0.73276937,0.7107146382331848,0.5918535590171814
0.55212855,0.3492327928543091,0.5713161826133728
0.3749491,0.7413777709007263,1.4486188888549805
0.748708,1.0244114398956299,0.7354691028594971
0.85414296,0.9204461574554443,0.8034844994544983
0.74250644,0.4114478528499603,0.7302102446556091
1.0142744,0.8175686001777649,0.9188488721847534
0.4650483,1.0908896923065186,0.9197085499763489
0.35452706,0.6599275469779968,0.488271564
0.5141217,0.5914555191993713,0.8260470032691956
0.27517366,0.632799506,0.7083096504211426
0.7669252,0.40424448251724243,0.5850034952163696
1.1124367,0.44594818353652954,1.117812991142273
0.7661168,0.6927309036254883,0.7404301166534424
0.6377238,0.7200802564620972,0.6323627233505249
0.6220176,0.8451727628707886,0.8893918991088867
0.5260772,0.7412430047988892,0.9545015692710876
0.3727011,0.7197176814079285,0.3572579622268677
0.3532093,0.7283766865730286,0.7675025463104248
0.3700783,0.6616953015327454,0.3970525860786438
0.41198033,0.7829951643943787,0.8181566596031189
0.4180871,0.831196129,0.7070059180259705
0.34899426,0.7309264540672302,0.5973965525627136
1.0063931,0.8474370241165161,0.8652035593986511
0.7535318,0.9110321998596191,1.4874980449676514
0.48764813,1.044007658958435,0.9139804840087891
0.7355513,0.6729082465171814,0.9085887670516968
0.60091996,0.5404554009437561,0.8968437910079956
0.42416835,0.8251901268959045,0.7516354918479919
0.68656856,0.6503868103027344,0.8113942742347717
0.59203666,0.6535196900367737,1.0756341218948364
0.456321,0.8719106316566467,0.9117263555526733
0.69629616,0.8599919676780701,0.7015537619590759
0.48764494,0.879936159,0.5514994263648987
0.62696534,0.6054040789604187,0.5633400678634644
0.57799524,1.1271464824676514,1.019162893295288
0.6026131,0.8259563446044922,0.28895050287246704
0.48370016,0.7006649374961853,0.47452136874198914
0.78808147,0.8897980451583862,0.6747121214866638
0.716726,0.7176027894020081,0.9014908075332642
0.47491115,0.6788420677185059,0.8764269351959229
0.6763722,0.8626797199249268,0.8422471284866333
0.50588846,0.7164110541343689,0.8080827593803406
